name,formattedAddress,location,displayName,websiteUri
places/ChIJ94pDWzeGwYkR_xWmrmzyDVs,"1600 NJ-71 Suite 6, Belmar, NJ 07719, USA","{'latitude': 40.1749562, 'longitude': -74.0318024}","{'text': 'Coastline Custom Embroidery & Uniforms', 'languageCode': 'en'}",http://coastlinecustom.com/
places/ChIJL3abecpDwokRKSDnN7q9BkM,"2634 Gerritsen Ave, Brooklyn, NY 11229, USA","{'latitude': 40.5943074, 'longitude': -73.92710699999999}","{'text': 'Imprintedwear Inc. Screen printing and Embroidery', 'languageCode': 'en'}",http://imprintedwear.com/
places/ChIJixym7XVZwokRSv5XgSZ0z_Y,"4104 E 14th St, Brooklyn, NY 11219, USA","{'latitude': 40.5845972, 'longitude': -73.9546553}","{'text': 'sofrimstam', 'languageCode': 'en'}",https://sofrimstam.com/contact.html
places/ChIJoyZpuMpFwokRPMfnF79drbE,"3031 W 23rd St, Brooklyn, NY 11224, USA","{'latitude': 40.573187399999995, 'longitude': -73.9892466}","{'text': 'Brooklyn ImprintedWear', 'languageCode': 'en'}",http://www.brooklynimprintedwear.com/
places/ChIJT20ULhhjwokRprGktXQjAbM,"216 Franklin Ave, Franklin Square, NY 11010, USA","{'latitude': 40.7023356, 'longitude': -73.67973909999999}","{'text': 'Sew Fine Embroidery', 'languageCode': 'en'}",http://www.sewfineembroidery.com/
places/ChIJr1ddHJWKwokRPa7_ynd2tHc,"150-32 12th Rd, Whitestone, NY 11357, USA","{'latitude': 40.7899586, 'longitude': -73.81304550000002}","{'text': 'Stitches', 'languageCode': 'en'}",http://stitchesny.com/
places/ChIJKTpb8QP2wokRacAE-5MqneA,"1955 3rd Ave, New York, NY 10029, USA","{'latitude': 40.792341799999996, 'longitude': -73.94377229999999}","{'text': '109 Embroidery', 'languageCode': 'en'}",http://embroidery109.com/
places/ChIJi3SpxddYwokR5Ni1Je4FY9M,"3424 Hunters Point Ave, Long Island City, NY 11101, USA","{'latitude': 40.7386184, 'longitude': -73.9311117}","{'text': 'Vision Embroidery Inc.', 'languageCode': 'en'}",http://visionembroidery.com/
places/ChIJ11NmA1NcwokR6DsLhDFNlAk,"97-13 Jamaica Ave, Woodhaven, NY 11421, USA","{'latitude': 40.694911999999995, 'longitude': -73.848153}","{'text': 'RIVERA PRINTS INC', 'languageCode': 'en'}",http://www.riveraprints.com/
places/ChIJRQ8CuutkwokRaXPgvoh6xDM,"68 Lloyd Ave, Lynbrook, NY 11563, USA","{'latitude': 40.6490946, 'longitude': -73.6808941}","{'text': 'Southshore Embroidery Works', 'languageCode': 'en'}",
places/ChIJoZLj5YlkwokRyEhGod6SUNo,"Next door to Chase, 2034 Green Acres Mall, Sunrise Hwy, Valley Stream, NY 11581, USA","{'latitude': 40.6622141, 'longitude': -73.71944300000001}","{'text': 'Four Kings', 'languageCode': 'en'}",http://www.fourkingsltd.com/
places/ChIJ8fBrehZvwokR6TqVVqpj5mw,"77 Nebraska St, Long Beach, NY 11561, USA","{'latitude': 40.587064399999996, 'longitude': -73.6887769}","{'text': 'Sterling Printing & Embroidery', 'languageCode': 'en'}",https://www.companycasuals.com/SterlingEmbroidery/start.jsp
places/ChIJvd2vCKeTnE0R3-lxLrRsVaQ,"122-21 111th Ave, South Ozone Park, NY 11420, USA","{'latitude': 40.681598199999996, 'longitude': -73.81797639999999}","{'text': 'M & R Impressions, LLC', 'languageCode': 'en'}",
places/ChIJt41JpzpnwokREwjRxyCQXc0,"111-12 Atlantic Ave Suite #3, South Richmond Hill, NY 11419, USA","{'latitude': 40.691952, 'longitude': -73.83428769999999}","{'text': ""Lulu's Kreations"", 'languageCode': 'en'}",https://luluskreations.com/
places/ChIJr7c-MotXf4QR3g_0eVI-VbQ,"90-18 Liberty Ave, Ozone Park, NY 11417, USA","{'latitude': 40.6798571, 'longitude': -73.84805899999999}","{'text': 'Top Tier Print Lab', 'languageCode': 'en'}",http://toptierprintlab.com/
places/ChIJxzd1k2B7wokR13-ZF369oSc,"191 B N Long Beach Rd, Rockville Centre, NY 11570, USA","{'latitude': 40.660334299999995, 'longitude': -73.6292584}","{'text': 'SST Custom Embroidery', 'languageCode': 'en'}",
places/ChIJe4hDR6l6wokRF9cnZ8d_gGc,"49 Forester St, Long Beach, NY 11561, USA","{'latitude': 40.5921506, 'longitude': -73.6463164}","{'text': 'L B Embroidery', 'languageCode': 'en'}",
places/ChIJw6k7vDl7wokRdVTM_T338yE,"2782 Long Beach Rd, Oceanside, NY 11572, USA","{'latitude': 40.643926, 'longitude': -73.6396724}","{'text': 'Promowear - Screen Printing & Embroidery', 'languageCode': 'en'}",http://www.promowear.com/
places/ChIJbxdatXB7wokRuU1hWpd_O34,"2436 Grand Ave, Baldwin, NY 11510, USA","{'latitude': 40.651198099999995, 'longitude': -73.6123413}","{'text': 'ShirtiCap Screen Printing & Embroidery/DTF/vinyl', 'languageCode': 'en'}",https://www.shirticap.com/
places/ChIJ_y00XDBFwokR9u0ROnuSAMw,"926 70th St, Brooklyn, NY 11228, USA","{'latitude': 40.627983799999996, 'longitude': -74.01265049999999}","{'text': 'Dreambor', 'languageCode': 'en'}",http://dreambor.com/
places/ChIJR0Le1-ZdwokRWWvdezc9-LA,"134-02 Cross Bay Blvd, Ozone Park, NY 11417, USA","{'latitude': 40.674231999999996, 'longitude': -73.84354619999999}","{'text': 'NDO PRINTS', 'languageCode': 'en'}",http://www.ndoprints.com/
places/ChIJn2DOYn9bwokRTdRsx7qVqRc,"274 E 52nd St, Brooklyn, NY 11203, USA","{'latitude': 40.6543631, 'longitude': -73.928862}","{'text': 'Shirt Mavens', 'languageCode': 'en'}",http://www.shirtmavens.com/
places/ChIJW881LvhEwokRz7G00uEFASI,"335 Avenue U, Brooklyn, NY 11223, USA","{'latitude': 40.5972432, 'longitude': -73.9719081}","{'text': 'Stitches', 'languageCode': 'en'}",http://www.smstitches.com/
places/ChIJg8eFEd96wokRghHAcAs6XDo,"396 Brown Ct, Oceanside, NY 11572, USA","{'latitude': 40.624025599999996, 'longitude': -73.6524884}","{'text': 'New Era Apparel + Screen Printing', 'languageCode': 'en'}",http://newerashirts.com/
places/ChIJjxi5j49kwokRBLSHnaxhKYg,"201 E Merrick Rd Suite 3, Valley Stream, NY 11580, USA","{'latitude': 40.663266, 'longitude': -73.6911018}","{'text': 'SwagShip', 'languageCode': 'en'}",http://www.swagship.com/
places/ChIJpzkHEX5bwokR3TC7LkvTP3M,"274 E 52nd St, Brooklyn, NY 11203, USA","{'latitude': 40.6543631, 'longitude': -73.928862}","{'text': 'I Can Print 4 U', 'languageCode': 'en'}",http://www.icanprint4u.com/
places/ChIJ4dd-rpB9wokRzUbi2Xuz7Dk,"1000 Front St Unit#382, Uniondale, NY 11553, USA","{'latitude': 40.709195699999995, 'longitude': -73.59335999999999}","{'text': 'Embroidery By SnapShots', 'languageCode': 'en'}",https://10000cards.com/card/daniel-sanchez
places/ChIJKaygnO5-wokRx9xgnI-zVOA,"1921 Bellmore Ave, North Bellmore, NY 11710, USA","{'latitude': 40.6767683, 'longitude': -73.5295895}","{'text': 'Stitch This Print That', 'languageCode': 'en'}",http://www.stitchthisprintthat.com/
places/ChIJB6hbXVJ-wokRCJUzu13aDkk,"18 Disc Ln, Wantagh, NY 11793, USA","{'latitude': 40.6963481, 'longitude': -73.51584369999999}","{'text': 'Jorali Designs', 'languageCode': 'en'}",http://joralidesigns.com/
places/ChIJOW5xXphwcVMRaO1lYLOxdWg,"7031 18 St SE, Calgary, AB T2C 1K2, Canada","{'latitude': 50.9897336, 'longitude': -114.01575779999999}","{'text': 'Embroidery Classics', 'languageCode': 'en'}",http://www.embroideryclassics.ca/
places/ChIJkYu5B1x6cVMR0LcPc8RkEVw,"4816 35b St SE #6, Calgary, AB T2B 3N1, Canada","{'latitude': 51.0120252, 'longitude': -113.97764989999999}","{'text': 'Instant Embroidery', 'languageCode': 'en'}",http://www.instantembroidery.ca/
places/ChIJCY4lUvNlcVMRTHZqcDWUjuo,"5718 Brenner Crescent NW, Calgary, AB T2L 1Z4, Canada","{'latitude': 51.1064687, 'longitude': -114.1366434}","{'text': 'Embroidery Digitizing Services', 'languageCode': 'en'}",http://www.digitizingzone.com/
places/ChIJT2Wa9T1pcVMRq-w25cHXfxs,"294 Rocky Ridge Dr NW, Calgary, AB T3G 4P4, Canada","{'latitude': 51.1424837, 'longitude': -114.2463185}","{'text': 'S & L Embroidery', 'languageCode': 'en'}",
places/ChIJS29WXPyyxokRneeXCJZ_mwA,"2727 Commerce Way, Philadelphia, PA 19154, USA","{'latitude': 40.112252, 'longitude': -74.97905}","{'text': 'RushOrderTees', 'languageCode': 'en'}",https://www.rushordertees.com/
places/ChIJX67LLp9_wokRehwiNkpTEqs,"1589 Fletcher Ave, North Merrick, NY 11566, USA","{'latitude': 40.6801428, 'longitude': -73.5534373}","{'text': 'Sunshine Embroidery', 'languageCode': 'en'}",https://www.sunshineembroid.com/
places/ChIJM_lw3w17cVMRLcU0XpFF0Gw,"2410 2 Ave SE i, Calgary, AB T2E 6J9, Canada","{'latitude': 51.0505867, 'longitude': -114.00430790000001}","{'text': 'Fully Promoted Calgary Central', 'languageCode': 'en'}",https://shop.fullypromoted.ca/home.jhtm?promocode=CalgaryCentral-AB
places/ChIJTSi6OYJ9wokRqRTzQ3wo0aQ,"74 Main St A, Hempstead, NY 11550, USA","{'latitude': 40.7089828, 'longitude': -73.624634}","{'text': 'Benjamin The Embroidery Shop', 'languageCode': 'en'}",https://benjamintheembroideryshop.com/
places/ChIJe7e2B29pcVMRf6DdUaxU46o,"62 Royal Ridge Hill NW, Calgary, AB T3G 4T9, Canada","{'latitude': 51.141474099999996, 'longitude': -114.22054490000001}","{'text': 'Darl Embroidery', 'languageCode': 'en'}",
places/ChIJSZAHg4eHwokRa9lG2sJFJPw,"630 Old Country Rd Unit C317, Garden City, NY 11530, USA","{'latitude': 40.7399709, 'longitude': -73.61357579999999}","{'text': 'Stitch It', 'languageCode': 'en'}",
places/ChIJY7wot9d8wokRGIwl5QwkipM,"180 Hempstead Turnpike, West Hempstead, NY 11552, USA","{'latitude': 40.7052786, 'longitude': -73.64501039999999}","{'text': 'EZ Corporate Clothing', 'languageCode': 'en'}",https://www.ezcorporateclothing.com/
places/ChIJb2GuTtZ8wokRSy1SI6_TxuY,"180 Hempstead Turnpike, West Hempstead, NY 11552, USA","{'latitude': 40.7053161, 'longitude': -73.6450207}","{'text': 'Something Greek', 'languageCode': 'en'}",https://www.somethinggreek.com/
places/ChIJ34NyJZlewokRZ2SELlWOGIo,"1519 Decatur St, Ridgewood, NY 11385, USA","{'latitude': 40.6933271, 'longitude': -73.9033342}","{'text': 'Exodus Printing Inc.', 'languageCode': 'en'}",
places/ChIJR8vfT297wokRELAhCAoeinE,"73 Dawes Ave, Lynbrook, NY 11563, USA","{'latitude': 40.6640711, 'longitude': -73.6857441}","{'text': 'Inkwell Custom Printing', 'languageCode': 'en'}",http://www.inkwellcustom.com/
places/ChIJXajk7IpdwokRMIAkz_7RN2I,"134-02 Cross Bay Blvd, Ozone Park, NY 11417, USA","{'latitude': 40.6741964, 'longitude': -73.84351939999999}","{'text': 'NDO Prints', 'languageCode': 'en'}",
places/ChIJicwBhQp7wokRSimHhQegRm0,"3580 Oceanside Rd unit 6a, Oceanside, NY 11572, USA","{'latitude': 40.624186200000004, 'longitude': -73.63469839999999}","{'text': 'The Baja Man Inc.', 'languageCode': 'en'}",http://www.newerashirts.com/
places/ChIJ3dmwOb2mw4kR4dnPv-NdmC4,"16 Pine St Suite 4, Morristown, NJ 07960, USA","{'latitude': 40.7952167, 'longitude': -74.4780006}","{'text': 'Fully Promoted Morristown, NJ', 'languageCode': 'en'}",https://fullypromoted.com/locations/morristown-nj/
places/ChIJf3mE0vmpw4kRG3FMjJVsrro,"112 Eisenhower Pkwy, Livingston, NJ 07039, USA","{'latitude': 40.7762763, 'longitude': -74.35389239999999}","{'text': 'EMBROIDERY PLACE, LIVINGSTON MALL', 'languageCode': 'en'}",http://www.udesigntees.com/
places/ChIJMRi7wENTwokRgHLQXbm0LzI,"200 Wright St, Newark, NJ 07114, USA","{'latitude': 40.7188801, 'longitude': -74.1780347}","{'text': 'JV EMBROIDERY DESIGN LLC', 'languageCode': 'en'}",http://www.jvdesignsnj.com/
places/ChIJTe6KLXBTwokRi-uc9DG3fNY,"116 Wright St, Newark, NJ 07102, USA","{'latitude': 40.720425, 'longitude': -74.1822899}","{'text': 'WB Printworks', 'languageCode': 'en'}",
places/ChIJfydcM1m1w4kRX_WZr9mVS_I,"484 Sharrotts Rd, Staten Island, NY 10309, USA","{'latitude': 40.537521, 'longitude': -74.235}","{'text': 'MTB Apparel', 'languageCode': 'en'}",http://mtbapparel.shop/
places/ChIJ95UyAyapw4kRRkJEY7l2cEM,"449 W Mt Pleasant Ave, Livingston, NJ 07039, USA","{'latitude': 40.795994, 'longitude': -74.3441301}","{'text': 'EMBROIDERY PLACE', 'languageCode': 'en'}",https://www.google.com/search?q=embroidery+place&rlz=1C1RXQR_enUS1069US1069&oq=embroidery+&aqs=chrome.0.69i59l3j69i64j69i57j69i61j69i60l2.3423j0j7&sourceid=chrome&ie=UTF-8#rlimm=4859514536539210310
places/ChIJm35Iu41TwokRpTWEGJEy0Qs,"916 Emma St, Elizabeth, NJ 07201, USA","{'latitude': 40.6688219, 'longitude': -74.2005226}","{'text': 'Yovani Designs LLC Embroidery, DTF & DTG Printing', 'languageCode': 'en'}",https://www.yovanidesigns.com/
places/ChIJp6lumRxXwokRiFJpyltCP9Y,"30 Mall Dr W, Jersey City, NJ 07310, USA","{'latitude': 40.7263987, 'longitude': -74.0386824}","{'text': 'Embroidery Newport (Engrave It 2)', 'languageCode': 'en'}",https://www.engraving.biz/
places/ChIJY8ZZl4hXwokRLTtZeOATjVE,"2907 Jeanette St, Union City, NJ 07087, USA","{'latitude': 40.772763, 'longitude': -74.0339989}","{'text': 'Imagery Embroidery Corporation', 'languageCode': 'en'}",
places/ChIJbT8sRMxVwokRpUQUxeJzdrg,"713 Kearny Ave REAR, Kearny, NJ 07032, USA","{'latitude': 40.776379999999996, 'longitude': -74.14253699999999}","{'text': ""Mr. G's Embroidery & School Uniform Store"", 'languageCode': 'en'}",http://mrgsembroidery.com/
places/ChIJZedMx4BLwokRHejnGFuqe08,"5871, 2655 Richmond Ave, Staten Island, NY 10314, USA","{'latitude': 40.5816978, 'longitude': -74.1661941}","{'text': 'Custom Tees', 'languageCode': 'en'}",
places/ChIJ-QRFwED9wokReMw29k2uPUU,"390 Union Ave Suite B, Belleville, NJ 07109, USA","{'latitude': 40.7971153, 'longitude': -74.1553058}","{'text': 'Designs By Galarza', 'languageCode': 'en'}",http://www.designsbygalarza.com/
places/ChIJNx3OpCFjwokRIvoRnqN_PLU,"940 Hempstead Turnpike, Franklin Square, NY 11010, USA","{'latitude': 40.7074846, 'longitude': -73.67498789999999}","{'text': 'Custom Monogram Shoppe', 'languageCode': 'en'}",https://www.custommonogramshoppe.com/
places/ChIJCcnxTydiwokR51K8bshf_5w,"223-20 Union Tpke, Bayside, NY 11364, USA","{'latitude': 40.735454, 'longitude': -73.7469358}","{'text': 'Sew Right Sewing Machines', 'languageCode': 'en'}",http://www.sewright.com/
places/ChIJU0aPyRZjwokR_NluIy7jN_U,"301 Nassau Blvd, Garden City South, NY 11530, USA","{'latitude': 40.714915999999995, 'longitude': -73.6612299}","{'text': 'Impact Printz', 'languageCode': 'en'}",https://www.sportswearcollection.com/impactprintz
places/ChIJS4PVdt5jwokRn8YwJZ66qPg,"By Appointment Only, 115 Lakeville Rd, New Hyde Park, NY 11040, USA","{'latitude': 40.7335955, 'longitude': -73.6877653}","{'text': 'Constantly Create Shop', 'languageCode': 'en'}",http://www.constantlycreateshop.com/
places/ChIJN5A7vzezw4kRciY_ZgA4exo,"109 Irene St, Linden, NJ 07036, USA","{'latitude': 40.6137857, 'longitude': -74.22761650000001}","{'text': 'Print Parlor', 'languageCode': 'en'}",http://printparlorshop.com/
places/ChIJTUydPeGyw4kRF6XdPuKc5Fg,"1540 W Elizabeth Ave, Linden, NJ 07036, USA","{'latitude': 40.619735299999995, 'longitude': -74.2646079}","{'text': 'InkThread', 'languageCode': 'en'}",http://inkthread.com/
places/ChIJMbKtPeGyw4kRDzeBpJDx2Ic,"1540 W Elizabeth Ave, Linden, NJ 07036, USA","{'latitude': 40.619735299999995, 'longitude': -74.2646079}","{'text': 'Stylus Apparel', 'languageCode': 'en'}",http://www.stylusapparel.com
places/ChIJOSl_ojerw4kRXEolS52Ps9E,"251 Main St, City of Orange, NJ 07051, USA","{'latitude': 40.7718863, 'longitude': -74.22819369999999}","{'text': 'COME2CUSTOM', 'languageCode': 'en'}",https://www.instagram.com/come2custom/
places/ChIJN1BTs4FLwokRyCiIXQpf6hI,"2655 Richmond Ave #1315, Staten Island, NY 10314, USA","{'latitude': 40.5815136, 'longitude': -74.16620660000001}","{'text': 'Lids', 'languageCode': 'en'}",https://www.lids.com/store/lids-staten-island-mall/sd-21573580+z-9673377-3606109428?_s=bm-LIDS-RETAIL-GMB
places/ChIJP0Esg7Cyw4kRTVHdv2lw5wE,"5 Newcomb Pl, Elizabeth, NJ 07202, USA","{'latitude': 40.6572889, 'longitude': -74.22860539999999}","{'text': 'IPC', 'languageCode': 'en'}",http://www.uniformcreations.com/
places/ChIJ-3-2B_JRwokRwlU3z-eQi6I,"9 E 31st St, Bayonne, NJ 07002, USA","{'latitude': 40.6700114, 'longitude': -74.1124753}","{'text': 'Mark Sports', 'languageCode': 'en'}",
places/ChIJERU-eM1FwokREzNymSyZqKY,"5824 13th Ave, Brooklyn, NY 11219, USA","{'latitude': 40.6295812, 'longitude': -73.9979761}","{'text': 'Custom Embroidery', 'languageCode': 'en'}",
places/ChIJ5wAME0dFwokRYnm9wkDpNTE,"2023 65th St, Brooklyn, NY 11204, USA","{'latitude': 40.6162869, 'longitude': -73.9849772}","{'text': 'Otro Level Prints', 'languageCode': 'es'}",https://otrolevelprints.com/
places/ChIJo2Fa5UhFwokRJkFwTVsubZ4,"9 Lake St, Brooklyn, NY 11223, USA","{'latitude': 40.603933999999995, 'longitude': -73.9728653}","{'text': 'Next Imprint Inc', 'languageCode': 'en'}",http://www.nextimprint.com/
places/ChIJCaZmT-xEwokRx-36canK62A,"909 Kings Hwy, Brooklyn, NY 11223, USA","{'latitude': 40.6070758, 'longitude': -73.96342539999999}","{'text': 'Lana Fabrics', 'languageCode': 'en'}",
places/ChIJmbd-nGBDwokRZ8wM_s9P-Cw,"3422 Ave. S, Brooklyn, NY 11234, USA","{'latitude': 40.6090338, 'longitude': -73.93208779999999}","{'text': ""T's Me"", 'languageCode': 'en'}",http://www.tsme.biz/contact.html
places/ChIJle4lY-NFwokR8S_JAH-f8CA,"2080 E 28th St, Brooklyn, NY 11229, USA","{'latitude': 40.6005506, 'longitude': -73.9440083}","{'text': 'Stitch N Haven', 'languageCode': 'en'}",
places/ChIJtxTqF6VcwokRCDa87DgNZmI,"5100 Kings Plz, Brooklyn, NY 11234, USA","{'latitude': 40.609746099999995, 'longitude': -73.9194486}","{'text': 'Lids', 'languageCode': 'en'}",https://www.lids.com/store/lids-kings-plaza/sd-27112880+z-9323697-1715352066?_s=bm-LIDS-RETAIL-GMB
places/ChIJfbXQ5sdbwokRhd8nYmKKJcw,"941 Hicks St Apartment 318, Brooklyn, NY 11201, USA","{'latitude': 40.6846647, 'longitude': -74.0008221}","{'text': 'Digit EMB Designs', 'languageCode': 'en'}",http://digitembdesign.com/
places/ChIJxauIMJdfwokRMtSbVShftlk,"1717 Troutman St, Ridgewood, NY 11385, USA","{'latitude': 40.7098975, 'longitude': -73.91986849999999}","{'text': 'NU Custom Embroidery & Screen Printing', 'languageCode': 'en'}",https://www.instagram.com/nuscreenprintny/?hl=en
places/ChIJweDsvDBowokRCfk3hGEWpwY,"104-02 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA","{'latitude': 40.5835819, 'longitude': -73.82515579999999}","{'text': 'Nicole Frontera Beauty', 'languageCode': 'en'}",http://nicolefronterabeauty.com/
places/ChIJ0Wwo4UZowokRSHNdef8sPuU,"9119 Rockaway Beach Blvd, Rockaway Beach, NY 11693, USA","{'latitude': 40.5864353, 'longitude': -73.81516359999999}","{'text': 'Rockaway Graphics', 'languageCode': 'en'}",
places/ChIJdc3BpfJdwokRBqy2iDZHWwA,"146-04 175th St, Jamaica, NY 11434, USA","{'latitude': 40.6626271, 'longitude': -73.77197430000001}","{'text': 'The Print Palace LLC', 'languageCode': 'en'}",http://theprintpalace.org/
places/ChIJuUQukN9gwokRKRHOXoc-QHU,"109-19 153rd St, Jamaica, NY 11433, USA","{'latitude': 40.691564899999996, 'longitude': -73.79663959999999}","{'text': '22 NYC PRINT', 'languageCode': 'en'}",https://www.bh22nyc.com/
places/ChIJ15BLxmFkwokRHsdXSMk5t8Q,"51 Franklin Ave, Valley Stream, NY 11580, USA","{'latitude': 40.676569, 'longitude': -73.6819825}","{'text': 'One In A Million Inc', 'languageCode': 'en'}",http://oneinamillioninc.deco-apparel.com/
places/ChIJhfB9jiWIwokR0_SkETj80I0,"127 Albertson Ave, Albertson, NY 11507, USA","{'latitude': 40.767267, 'longitude': -73.6414102}","{'text': 'MKC Threads', 'languageCode': 'en'}",http://www.mkcthreads.com/
places/ChIJHw-74POHwokRBZafMQ7RwBM,"25A E Jericho Turnpike, Mineola, NY 11501, USA","{'latitude': 40.7507586, 'longitude': -73.63566209999999}","{'text': 'A Stitch In Time Embroidery', 'languageCode': 'en'}",
places/ChIJUegamL5iwokR6fOEVkGHW2Q,"50 Nassau Terminal Rd Suite 3, New Hyde Park, NY 11040, USA","{'latitude': 40.7337659, 'longitude': -73.6722918}","{'text': 'Artisan Silkscreen & Embroidery Inc.', 'languageCode': 'en'}",https://www.instagram.com/artisansilkscreen/
places/ChIJi5dGWk-yw4kR79F95IEA_1s,"10 Fadem Rd #2, Springfield, NJ 07081, USA","{'latitude': 40.6843686, 'longitude': -74.316807}","{'text': 'Panda Apparel LLC', 'languageCode': 'en'}",https://www.pandaimprinting.com/
places/ChIJh1U4AqhNwokRcgltL-1jGvE,"89 Grove Ave, Staten Island, NY 10302, USA","{'latitude': 40.6385727, 'longitude': -74.136292}","{'text': 'Game Related Studios', 'languageCode': 'en'}",https://gamerelatedprinting.com/
places/ChIJFWrnpY1ZwokRlUnErRG9LdI,"229 Simonson Ave, Staten Island, NY 10303, USA","{'latitude': 40.6309069, 'longitude': -74.1521292}","{'text': 'Cotton Mine', 'languageCode': 'en'}",http://www.cottonmine.com/
places/ChIJq6oWtD2tw4kRr2dbm-_Ug9s,"440 Bloy St, Hillside, NJ 07205, USA","{'latitude': 40.698654, 'longitude': -74.23878429999999}","{'text': 'Prosign Visualz', 'languageCode': 'en'}",
places/ChIJ4_E-M21OwokRcMMaWEFZUOE,"851 Castleton Ave, Staten Island, NY 10310, USA","{'latitude': 40.6349026, 'longitude': -74.11072650000001}","{'text': 'Wicked Stitches Gifts', 'languageCode': 'en'}",https://wickedstitchesgifts.com/
places/ChIJOylWJ3dOwokRwsBvQ2NCQJc,"896 Forest Ave, Staten Island, NY 10310, USA","{'latitude': 40.6284397, 'longitude': -74.1192016}","{'text': 'R&L Press Inc', 'languageCode': 'en'}",http://rlpressinc.com/
places/ChIJS-ohi7tawokR7VBcH12H9Vg,"140 58th St Building B, Unit 1G, Brooklyn, NY 11220, USA","{'latitude': 40.6455001, 'longitude': -74.0239072}","{'text': 'Apsco Screen Printing & Embroidery Sports Enterprises', 'languageCode': 'en'}",http://www.apscoenterprises.com/
places/ChIJ-XhWaDxbwokRSD7yzUb31AI,"481 Van Brunt St, Brooklyn, NY 11231, USA","{'latitude': 40.6737293, 'longitude': -74.01669120000001}","{'text': 'brooklynscreenprintingembroidery', 'languageCode': 'en'}",
places/ChIJZS3zeb9awokR3vV5npV0LhA,"140 58th St #3f, Brooklyn, NY 11220, USA","{'latitude': 40.6455164, 'longitude': -74.0237999}","{'text': 'Direct Promotions', 'languageCode': 'en'}",http://www.directpromos.com/
places/ChIJl6A6ycpbwokRHwlfGHhi9xo,"2 Prince St, Brooklyn, NY 11201, USA","{'latitude': 40.697223199999996, 'longitude': -73.98250260000002}","{'text': 'STITCH WORKS EMBROIDERY', 'languageCode': 'en'}",
places/ChIJGffd4nFbwokRylaabluY7To,"5402 4th Ave, Brooklyn, NY 11220, USA","{'latitude': 40.644265999999995, 'longitude': -74.01522}","{'text': 'Vendsor print', 'languageCode': 'en'}",https://vendsorprint.io/
places/ChIJVYzCvrtawokRoIx49GC_U38,"140 58th St #3f, Brooklyn, NY 11220, USA","{'latitude': 40.64551, 'longitude': -74.023895}","{'text': 'Royale Sporting Goods & Trophies Inc', 'languageCode': 'en'}",http://www.royalesportinggoods.com/
places/ChIJNSOlJvZbwokRRoNuKkSRi_g,"1365 39th St, Brooklyn, NY 11218, USA","{'latitude': 40.6397729, 'longitude': -73.9845066}","{'text': 'UNIBROID', 'languageCode': 'en'}",http://unibroid.com/
places/ChIJYU2MAhFbwokR5KiCCjFaeQg,"1301 40th St, Brooklyn, NY 11218, USA","{'latitude': 40.639944799999995, 'longitude': -73.9864699}","{'text': 'Wicho Screen Printing', 'languageCode': 'en'}",
places/ChIJo-zgizBFwokR4N9LL5BsBoM,"5824 13th Ave, Brooklyn, NY 11230, USA","{'latitude': 40.6295812, 'longitude': -73.9979761}","{'text': ""Moishe's Screen Printing & Embroidery"", 'languageCode': 'en'}",http://moishesscreenprinting.com/
places/ChIJId6JPP5bwokR8QI2eXjYuAE,"254 36th St b530, Brooklyn, NY 11232, USA","{'latitude': 40.6562497, 'longitude': -74.00777529999999}","{'text': 'Ampersand Print Co.', 'languageCode': 'en'}",
places/ChIJTbQycVBDwokRAnBsbnBgYs8,"50th Street & 1st Avenue, Building 57, 5th Floor, Brooklyn, NY 11232, USA","{'latitude': 40.651461999999995, 'longitude': -74.019533}","{'text': 'Big Bang Screen Printing', 'languageCode': 'en'}",http://www.bigbangscreenprinting.com/
places/ChIJs3yORehawokRzyDCAOWbMuw,"377A Webster Ave, Brooklyn, NY 11230, USA","{'latitude': 40.634395, 'longitude': -73.96809}","{'text': 'Seco Silk Screen', 'languageCode': 'en'}",
places/ChIJYePArz1FwokRzKMe-fbtTzg,"6815 New Utrecht Ave, Brooklyn, NY 11219, USA","{'latitude': 40.620706, 'longitude': -73.99835999999999}","{'text': 'Nu-Miracle Press - Wholesale & Retail Printing', 'languageCode': 'en'}",https://numiraclepress.com/
places/ChIJATNkM0NbwokRTgM8o-H44MM,"5807 4th Ave, Brooklyn, NY 11220, USA","{'latitude': 40.6416459, 'longitude': -74.0171749}","{'text': 'Renacer Craft & Fabric', 'languageCode': 'en'}",
places/ChIJh08iPf9dwokRoi6JvwBuzmQ,"5015 Avenue H, Brooklyn, NY 11234, USA","{'latitude': 40.6331488, 'longitude': -73.9277692}","{'text': 'Lord is Life Printing', 'languageCode': 'en'}",http://www.lordislifeprinting.com/
places/ChIJed9LmFRawokRTH7QzbxNlfI,"1039 east 92nd street store front, Brooklyn, NY 11236, USA","{'latitude': 40.64369990000001, 'longitude': -73.90741969999999}","{'text': 'BKNY Printing', 'languageCode': 'en'}",https://www.bknyprinting.com/
places/ChIJ01XI61GLwokRFB5OVW_im0o,"3604-B E Tremont Ave, Bronx, NY 10465, USA","{'latitude': 40.8287318, 'longitude': -73.8246334}","{'text': 'Embroidery Zone', 'languageCode': 'en'}",http://www.bxembzone.com/
places/ChIJ040jf1H1wokRglz52tV42pE,"214B Soundview Ave, Bronx, NY 10473, USA","{'latitude': 40.809888, 'longitude': -73.8551785}","{'text': 'Bronx Embroidery, Inc.', 'languageCode': 'en'}",http://nybronxembroidery.com/
